epoch,acc,loss,val_acc,val_loss
0,0.9476973684210527,0.14570300491100888,0.9223684210526316,0.17366170106749784
1,0.9542763157894737,0.1603652223826717,0.9552631578947368,0.12775621671033532
2,0.96875,0.10154694085043071,0.95,0.13402513581769246
